id,serviceType,subscriptionType,bd,location,spending,status,serviceRate,signUpDate
4036,Mobile,Standard,1997-05-04,Dnipro,200,Active,4,2001-09-18
4037,Fixed Line,Economy,2001-05-15,Kyiv,300,Active,1,2004-08-04
4038,Internet,Economy,2016-12-02,Vinnytsia,50,Active,1,2006-06-18
4039,TV,Standard,2008-07-19,Dnipro,300,Inactive,4,2003-11-20
4040,Mobile,Special,2002-03-20,Kyiv,300,Active,2,2005-04-20
4041,Fixed Line,Standard,1981-07-16,Uzhhorod,200,Active,5,2008-07-12
4042,Mobile,Economy,1993-12-14,Ivano-Frankivsk,900,Active,4,2004-04-25
4043,Mobile,Special,2007-10-11,Mykolaiv,200,Active,4,2020-09-13
4044,Internet,Standard,1928-01-01,Kharkiv,300,Active,5,2001-06-21
4045,Internet,Economy,2019-11-18,Kropyvnytskyi,700,Active,5,2013-10-22
4046,Mobile,Economy,2016-08-29,Khmelnytskyi,300,Potential,3,2001-07-23
4047,Mobile,Economy,2011-07-28,Vinnytsia,200,Active,4,2004-02-26
4048,Mobile,Standard,2015-11-24,Kharkiv,50,Active,5,2003-05-02
4049,Mobile,Standard,1996-02-12,Kyiv,300,Active,1,2002-07-22
4050,Mobile,Economy,2021-11-24,Uzhhorod,900,Active,3,2018-01-05
4051,Mobile,Economy,2017-08-27,Vinnytsia,200,Active,4,2001-09-27
4052,Mobile,Economy,2013-06-30,Khmelnytskyi,200,Active,4,2006-02-25
4053,IoT,Standard,1991-07-09,Zaporizhzhia,200,Active,2,2008-12-03
4054,TV,Economy,1965-11-18,Kropyvnytskyi,300,Inactive,4,2001-03-14
4055,Mobile,Economy,1979-02-22,Rivne,50,Inactive,4,2019-10-23
4056,IoT,Business,2017-07-02,Chernivtsi,500,Active,4,2004-05-01
4057,Internet,Standard,2000-03-09,Odesa,500,Active,5,2013-06-19
4058,Mobile,Economy,2022-03-03,Kyiv,200,Active,5,2005-12-20
4059,Mobile,Standard,2012-10-27,Sumy,100,Active,4,2005-09-27
4060,TV,Economy,1978-02-08,Sumy,300,Active,4,2002-04-28
4061,Internet,Premium,2006-04-20,Lviv,100,Active,5,2008-01-23
4062,TV,Premium,2018-07-22,Ternopil,200,Active,4,2000-03-01
4063,TV,Standard,2007-03-14,Zaporizhzhia,50,Active,5,2004-06-11
4064,Mobile,Premium,2016-12-17,Kyiv,200,Inactive,4,2000-03-06
4065,Mobile,Economy,2009-04-29,Kharkiv,200,Inactive,4,2002-01-03
4066,Mobile,Premium,2004-09-06,Khmelnytskyi,500,Active,2,2000-07-21
4067,Mobile,Economy,2011-03-24,Kharkiv,300,Active,5,2013-04-13
4068,Mobile,Economy,1947-04-29,Sumy,900,Active,4,2005-06-02
4069,Mobile,Business,2000-05-14,Kyiv,100,Potential,5,2006-01-17
4070,Mobile,Standard,1972-04-30,Ivano-Frankivsk,50,Inactive,4,2010-06-06
4071,Mobile,Special,1983-11-06,Chernivtsi,200,Inactive,1,2007-03-26
4072,Mobile,Economy,1993-05-16,Kharkiv,50,Active,4,2000-09-22
4073,Mobile,Standard,2004-03-12,Odesa,100,Active,2,2005-04-06
4074,Mobile,Economy,2022-12-11,Cherkasy,200,Active,4,2020-12-10
4075,Mobile,Standard,1996-12-23,Khmelnytskyi,200,Inactive,3,2001-04-26
4076,Internet,Economy,2010-12-16,Kyiv,50,Inactive,3,2005-04-17
4077,TV,Economy,2019-07-29,Dnipro,200,Active,2,2004-07-16
4078,Mobile,Economy,2006-11-25,Kyiv,200,Active,5,2002-09-20
4079,Mobile,Premium,1986-08-02,Kharkiv,100,Inactive,5,2016-12-08
4080,TV,Economy,1933-09-13,Vinnytsia,500,Active,3,2002-05-31
4081,Internet,Business,2010-03-05,Chernivtsi,100,Inactive,4,2000-07-15
4082,Fixed Line,Economy,2001-07-31,Dnipro,100,Active,4,2017-12-26
4083,Mobile,Economy,1970-11-01,Vinnytsia,100,Active,4,2007-02-25
4084,TV,Economy,2011-11-16,Zhytomyr,100,Active,3,2002-04-18
4085,TV,Special,2018-10-20,Odesa,500,Active,3,2001-10-20
4086,Internet,Economy,2013-12-08,Chernihiv,100,Active,5,2014-05-29
4087,Mobile,Economy,1960-03-14,Ternopil,300,Potential,5,2001-10-01
4088,TV,Premium,2018-04-01,Odesa,200,Potential,4,2004-03-20
4089,Fixed Line,Economy,2012-01-26,Kyiv,300,Active,5,2001-04-29
4090,Fixed Line,Premium,2005-11-23,Kharkiv,700,Active,4,2029-04-02
4091,Mobile,Economy,1971-08-02,Odesa,500,Active,2,2008-01-14
4092,Fixed Line,Standard,1946-12-31,Odesa,50,Active,5,2004-08-03
4093,Mobile,Economy,2007-10-25,Kropyvnytskyi,500,Potential,3,2007-07-02
4094,Mobile,Standard,1949-06-03,Kharkiv,200,Active,5,2013-08-02
4095,Internet,Premium,2018-03-08,Rivne,200,Active,4,2018-01-26
4096,Mobile,Premium,2018-05-01,Lviv,300,Potential,5,2008-06-10
4097,Internet,Standard,1941-05-23,Khmelnytskyi,900,Active,4,2010-05-09
4098,Internet,Business,2003-06-29,Sumy,50,Inactive,5,2002-10-11
4099,Mobile,Economy,2017-05-16,Mykolaiv,300,Active,1,2002-09-21
4100,Internet,Economy,2004-09-03,Dnipro,100,Potential,1,2009-01-16
4101,TV,Standard,1981-02-22,Kharkiv,200,Inactive,5,2007-10-22
4102,Mobile,Standard,1974-12-24,Zaporizhzhia,500,Potential,5,2012-08-29
4103,Internet,Economy,1968-05-21,Sumy,200,Potential,5,2000-10-12
4104,Mobile,Standard,1999-12-04,Rivne,50,Active,4,2006-06-05
4105,Mobile,Economy,1967-10-12,Kyiv,200,Active,4,2005-09-17
4106,Mobile,Premium,2003-06-21,Zhytomyr,300,Active,4,2008-10-09
4107,Mobile,Business,1997-06-06,Khmelnytskyi,200,Inactive,3,2000-02-19
4108,Mobile,Standard,1984-01-29,Zaporizhzhia,100,Active,5,2009-08-01
4109,IoT,Economy,2007-10-31,Lviv,200,Potential,5,2002-03-01
4110,Internet,Standard,2020-11-28,Mykolaiv,700,Active,5,2006-05-12
4111,Internet,Premium,2011-03-15,Vinnytsia,300,Inactive,4,2005-04-01
4112,Mobile,Economy,1996-03-23,Mykolaiv,300,Active,4,2003-03-06
4113,Internet,Standard,2017-02-25,Mykolaiv,300,Active,5,2007-07-04
4114,Mobile,Special,2018-08-09,Kyiv,50,Active,5,2017-10-17
4115,Mobile,Economy,2013-07-04,Zaporizhzhia,200,Active,5,2002-02-20
4116,Mobile,Economy,2022-02-09,Kharkiv,200,Active,5,2007-07-23
4117,Mobile,Economy,1985-10-04,Chernivtsi,100,Active,5,2002-01-25
4118,Mobile,Standard,2014-10-22,Odesa,100,Active,2,2010-03-26
4119,Internet,Business,2019-05-16,Lviv,300,Inactive,5,2003-02-23
4120,TV,Standard,1990-02-13,Zhytomyr,100,Active,2,2003-04-08
4121,Mobile,Economy,1972-04-28,Kyiv,200,Active,5,2008-02-03
4122,Mobile,Standard,2022-06-15,Chernihiv,100,Potential,4,2003-10-03
4123,Mobile,Standard,2015-09-20,Odesa,50,Inactive,1,2001-09-12
4124,IoT,Standard,1943-06-24,Vinnytsia,200,Active,4,2029-08-19
4125,TV,Economy,2009-09-06,Poltava,300,Inactive,2,2005-04-20
4126,Internet,Standard,1946-08-11,Dnipro,50,Potential,2,2005-09-03
4127,TV,Standard,2014-03-25,Kropyvnytskyi,100,Potential,3,2005-09-11
4128,Mobile,Economy,2016-04-08,Kyiv,300,Inactive,4,2011-10-07
4129,IoT,Standard,2016-05-28,Dnipro,200,Active,2,2001-02-10
4130,Mobile,Special,2020-07-25,Kharkiv,300,Active,2,2000-05-01
4131,Mobile,Economy,1960-12-02,Poltava,100,Active,3,2002-09-04
4132,Internet,Special,1928-01-01,Dnipro,500,Active,1,2004-07-22
4133,Mobile,Economy,1938-05-25,Kyiv,200,Active,3,2001-11-03
4134,Internet,Premium,1970-09-09,Chernivtsi,300,Active,4,2006-05-26
4135,Mobile,Economy,1971-08-17,Dnipro,50,Active,4,2000-06-02
4136,Internet,Economy,1993-05-18,Odesa,100,Active,5,2008-07-25
4137,Mobile,Standard,1975-02-03,Kharkiv,300,Active,2,2006-12-07
4138,Mobile,Standard,2016-08-09,Lviv,100,Active,5,2001-04-26
4139,TV,Premium,2009-07-25,Kyiv,50,Inactive,4,2001-12-09
4140,TV,Standard,1994-12-20,Kyiv,200,Active,4,2009-01-03
4141,IoT,Standard,1966-02-13,Kyiv,200,Potential,3,2008-02-16
4142,Fixed Line,Business,1993-06-06,Lviv,300,Active,2,2009-03-15
4143,Internet,Standard,1972-12-30,Dnipro,300,Active,4,2002-02-16
4144,Internet,Economy,2005-06-01,Poltava,200,Active,5,2019-02-14
4145,Mobile,Economy,1988-05-31,Poltava,200,Active,5,2006-11-17
4146,Mobile,Economy,1928-01-01,Kyiv,700,Active,5,2000-05-14
4147,Mobile,Premium,2018-06-10,Khmelnytskyi,200,Inactive,5,2003-07-23
4148,TV,Economy,1951-05-17,Mykolaiv,300,Inactive,4,2005-12-24
4149,Mobile,Economy,2002-10-09,Kropyvnytskyi,100,Inactive,4,2001-01-04
4150,TV,Economy,1994-10-14,Odesa,500,Active,5,2012-09-14
4151,Internet,Standard,1965-06-08,Cherkasy,50,Active,5,2007-09-06
4152,Fixed Line,Economy,2008-07-28,Kyiv,200,Active,3,2000-06-18
4153,Mobile,Economy,2008-02-25,Mykolaiv,200,Active,5,2013-05-20
4154,Mobile,Standard,2002-06-30,Kyiv,300,Active,4,2002-11-02
4155,IoT,Premium,2022-06-23,Odesa,200,Active,4,2003-04-19
4156,Mobile,Economy,2004-03-16,Kharkiv,300,Potential,5,2008-05-14
4157,Mobile,Standard,2013-08-01,Zaporizhzhia,50,Active,5,2005-08-27
4158,Mobile,Economy,1950-12-26,Vinnytsia,200,Inactive,5,2003-02-24
4159,Mobile,Business,2020-06-27,Kyiv,500,Active,5,2001-08-24
4160,Mobile,Economy,2006-03-02,Dnipro,100,Active,2,2003-12-26
4161,Internet,Special,1942-05-03,Khmelnytskyi,50,Inactive,1,2004-09-27
4162,Mobile,Special,1959-09-05,Zhytomyr,200,Active,4,2005-06-16
4163,Internet,Premium,1989-12-01,Zaporizhzhia,900,Active,5,2005-02-01
4164,Mobile,Economy,1998-08-20,Zaporizhzhia,50,Active,3,2005-04-05
4165,TV,Standard,2013-12-24,Kyiv,50,Active,5,2003-07-15
4166,Fixed Line,Economy,2010-06-26,Lviv,200,Active,4,2004-07-08
4167,Mobile,Business,2020-06-01,Lviv,100,Active,5,2001-11-12
4168,Mobile,Premium,1980-10-11,Kharkiv,200,Active,3,2000-12-10
4169,Mobile,Special,2012-04-15,Ivano-Frankivsk,500,Inactive,3,2005-02-10
4170,Fixed Line,Standard,1992-10-31,Kharkiv,100,Active,3,2000-04-06
4171,Fixed Line,Standard,2010-11-20,Kyiv,300,Active,4,2000-05-14
4172,TV,Standard,2005-11-29,Kharkiv,200,Active,3,2001-07-22
4173,Mobile,Economy,2000-11-01,Kyiv,700,Inactive,5,2001-03-08
4174,Mobile,Standard,1978-09-07,Ternopil,900,Active,3,2002-07-26
4175,Mobile,Standard,2016-07-05,Kyiv,200,Active,5,2002-07-17
4176,Mobile,Business,2009-01-27,Kharkiv,200,Active,5,2000-09-05
4177,Internet,Standard,2019-03-10,Chernihiv,300,Inactive,4,2001-07-20
4178,Mobile,Business,2020-11-05,Lviv,200,Active,3,2000-01-10
4179,Fixed Line,Business,1997-08-05,Kyiv,100,Active,5,2002-05-14
4180,Internet,Standard,2017-04-07,Vinnytsia,900,Active,1,2008-09-18
4181,TV,Economy,2021-04-25,Kyiv,200,Active,3,2001-09-10
4182,Mobile,Standard,1960-09-29,Zaporizhzhia,50,Active,4,2005-08-23
4183,TV,Standard,2002-01-29,Ternopil,500,Inactive,3,2000-07-25
4184,IoT,Economy,2019-01-17,Odesa,200,Active,4,2000-01-25
4185,TV,Economy,2021-07-01,Kharkiv,100,Active,4,2003-10-11
4186,Fixed Line,Special,2019-07-05,Khmelnytskyi,50,Active,4,2003-05-22
4187,TV,Economy,2005-07-20,Kharkiv,100,Active,3,2001-03-01
4188,Internet,Standard,1992-10-10,Kropyvnytskyi,700,Active,4,2001-11-06
4189,Mobile,Business,1994-12-07,Kyiv,700,Active,3,2000-03-03
4190,Internet,Standard,2018-09-25,Uzhhorod,200,Inactive,3,2008-10-01
4191,Fixed Line,Standard,1995-07-10,Cherkasy,500,Active,4,2001-12-18
4192,IoT,Premium,2008-10-17,Zhytomyr,200,Active,4,2001-05-10
4193,Internet,Standard,2005-11-21,Kyiv,300,Active,4,2008-12-10
4194,Mobile,Economy,1978-09-28,Odesa,200,Potential,3,2000-03-21
4195,Internet,Special,2011-12-08,Kyiv,200,Inactive,5,2001-10-31
4196,IoT,Standard,2018-08-26,Khmelnytskyi,100,Inactive,3,2001-09-01
4197,Mobile,Standard,1966-05-29,Dnipro,50,Active,5,2001-09-02
4198,Mobile,Standard,2016-06-22,Khmelnytskyi,100,Active,2,2000-01-24
4199,Internet,Economy,2013-06-21,Odesa,100,Active,5,2014-12-09
4200,Mobile,Special,1989-06-07,Kyiv,900,Active,4,2010-12-06
4201,Mobile,Premium,1991-07-03,Odesa,900,Active,4,2002-12-06
4202,Mobile,Economy,1978-11-19,Zaporizhzhia,500,Inactive,3,2003-03-25
4203,TV,Special,2017-06-10,Rivne,100,Active,4,2004-01-25
4204,Mobile,Premium,2011-02-11,Dnipro,200,Active,5,2003-07-25
4205,Mobile,Standard,2019-04-27,Khmelnytskyi,200,Active,5,2008-04-08
4206,Fixed Line,Standard,2001-09-06,Lviv,200,Active,3,2003-09-02
4207,IoT,Economy,2013-07-11,Chernihiv,50,Active,4,2001-02-22
4208,IoT,Standard,1991-01-12,Ivano-Frankivsk,200,Active,1,2000-09-05
4209,Mobile,Economy,2022-12-29,Odesa,50,Active,2,2013-09-17
4210,IoT,Standard,2021-04-26,Kyiv,500,Potential,2,2000-04-09
4211,Mobile,Standard,2007-06-28,Dnipro,300,Potential,3,2012-06-22
4212,Fixed Line,Business,1936-02-03,Kyiv,200,Active,5,2006-06-03
4213,Internet,Premium,1962-05-11,Zhytomyr,300,Active,4,2002-11-03
4214,Mobile,Economy,1928-01-01,Chernivtsi,100,Active,5,2001-02-18
4215,Internet,Business,2008-03-28,Ivano-Frankivsk,100,Active,5,2002-01-13
4216,Mobile,Standard,2021-09-12,Ivano-Frankivsk,200,Inactive,4,2004-02-18
4217,TV,Standard,2013-01-01,Lviv,300,Active,4,2005-11-09
4218,Mobile,Economy,1992-03-01,Kyiv,100,Active,5,2006-06-09
4219,Internet,Business,2019-01-10,Mykolaiv,200,Active,4,2003-03-31
4220,Mobile,Business,2013-03-28,Vinnytsia,100,Active,4,2002-07-25
4221,Mobile,Premium,2021-06-02,Chernihiv,100,Active,5,2008-01-03
4222,IoT,Business,2005-05-13,Sumy,100,Active,2,2014-03-19
4223,Fixed Line,Economy,2016-08-02,Dnipro,300,Inactive,5,2013-06-18
4224,IoT,Business,2020-05-20,Kyiv,200,Active,2,2004-05-23
4225,Mobile,Standard,2008-07-02,Sumy,300,Active,5,2000-06-13
4226,Mobile,Economy,2011-02-27,Kharkiv,100,Potential,5,2000-06-01
4227,Internet,Standard,2001-11-21,Mykolaiv,50,Active,4,2002-10-27
4228,Mobile,Standard,1985-02-25,Kharkiv,300,Potential,5,2007-03-24
4229,Mobile,Economy,2019-09-25,Lviv,100,Active,5,2003-10-07
4230,Fixed Line,Economy,1980-02-16,Kyiv,100,Potential,4,2005-05-28
4231,Mobile,Economy,2022-04-10,Ternopil,200,Active,5,2010-02-24
4232,Mobile,Economy,2006-12-23,Zaporizhzhia,300,Active,4,2000-03-23
4233,Mobile,Economy,1998-10-06,Dnipro,300,Inactive,5,2014-02-05
4234,Internet,Economy,1936-11-08,Kharkiv,100,Inactive,4,2002-03-14
4235,Fixed Line,Economy,1999-08-24,Vinnytsia,200,Active,4,2000-04-05
4236,Mobile,Special,2018-04-09,Lviv,300,Active,1,2009-11-17
4237,Internet,Premium,2003-01-18,Dnipro,200,Potential,3,2014-11-23
4238,Mobile,Economy,2009-03-17,Odesa,100,Active,5,2008-01-06
4239,TV,Special,2005-02-18,Dnipro,300,Active,4,2008-12-08
4240,TV,Standard,2016-12-28,Kharkiv,300,Active,4,2011-03-24
4241,Internet,Standard,2003-12-24,Kyiv,50,Active,4,2004-01-17
4242,Mobile,Standard,2018-07-21,Dnipro,300,Active,3,2006-03-31
4243,Internet,Standard,1985-09-10,Dnipro,200,Inactive,4,2001-11-06
4244,Internet,Economy,1998-05-01,Odesa,300,Inactive,4,2001-07-28
4245,IoT,Economy,2020-10-06,Kropyvnytskyi,100,Potential,5,2005-02-20
4246,IoT,Standard,1962-09-01,Kyiv,100,Active,4,2007-04-07
4247,TV,Standard,1996-10-08,Cherkasy,200,Active,5,2002-10-09
4248,Mobile,Premium,2012-08-07,Kyiv,200,Active,5,2002-10-19
4249,IoT,Economy,2021-09-21,Mykolaiv,200,Active,3,2016-11-20
4250,Internet,Premium,1995-08-14,Khmelnytskyi,300,Active,5,2004-01-01
4251,TV,Standard,2010-03-15,Dnipro,200,Active,2,2023-06-27
4252,Mobile,Special,1957-10-16,Mykolaiv,300,Active,4,2010-11-17
4253,Mobile,Economy,2022-01-11,Lviv,100,Active,3,2005-08-03
4254,Mobile,Business,2021-11-29,Kyiv,300,Active,4,2000-01-19
4255,Mobile,Business,1941-05-13,Odesa,200,Potential,3,2001-12-02
4256,Mobile,Standard,1931-04-26,Odesa,50,Inactive,5,2002-12-17
4257,TV,Standard,2022-03-26,Dnipro,100,Inactive,5,2005-10-16
4258,Mobile,Economy,1988-07-15,Dnipro,50,Inactive,5,2002-10-03
4259,Mobile,Special,2016-02-24,Dnipro,200,Active,4,2009-08-19
4260,Mobile,Economy,1989-11-29,Uzhhorod,200,Inactive,4,2005-12-14
4261,Mobile,Standard,1967-05-30,Lviv,900,Inactive,5,2002-05-02
4262,IoT,Economy,2020-02-04,Kyiv,500,Active,3,2008-05-26
4263,Mobile,Standard,2015-07-14,Kharkiv,500,Inactive,2,2001-12-23
4264,Mobile,Standard,2022-05-03,Kharkiv,200,Active,2,2000-05-09
4265,TV,Business,2021-10-10,Kyiv,500,Active,4,2001-01-13
4266,TV,Standard,2022-03-07,Kyiv,100,Active,5,2000-01-06
4267,Mobile,Special,1978-11-05,Kharkiv,200,Active,5,2009-10-11
4268,Fixed Line,Standard,2013-04-21,Lviv,200,Active,4,2005-05-26
4269,Internet,Economy,2004-05-24,Zhytomyr,100,Active,5,2004-08-17
4270,Fixed Line,Economy,1980-07-21,Kyiv,50,Active,4,2005-12-09
4271,Mobile,Premium,2004-04-20,Kyiv,200,Active,4,2005-10-21
4272,IoT,Economy,2007-08-26,Kharkiv,50,Potential,3,2004-07-25
4273,Mobile,Standard,2022-09-07,Kropyvnytskyi,300,Inactive,3,2010-02-12
4274,Mobile,Economy,2000-01-08,Poltava,700,Inactive,3,2003-03-09
4275,Mobile,Standard,2019-05-10,Odesa,100,Active,5,2008-12-11
4276,Mobile,Premium,1983-05-25,Kyiv,200,Active,5,2008-06-16
4277,TV,Standard,2014-11-04,Kharkiv,300,Active,3,2001-03-21
4278,Internet,Economy,1992-04-19,Lviv,100,Active,2,2003-04-24
4279,Mobile,Economy,1994-07-22,Cherkasy,700,Active,5,2009-11-11
4280,Mobile,Economy,1996-10-01,Zaporizhzhia,500,Active,4,2009-09-24
4281,Mobile,Economy,2014-07-02,Odesa,100,Active,3,2000-02-18
4282,IoT,Standard,2014-06-30,Kyiv,50,Active,2,2001-05-19
4283,Internet,Standard,1968-07-27,Ternopil,900,Active,1,2003-01-07
4284,Internet,Economy,2022-08-26,Zaporizhzhia,900,Active,4,2000-04-06
4285,Fixed Line,Standard,2017-07-08,Rivne,200,Inactive,3,2001-08-26
4286,Fixed Line,Standard,1997-03-18,Lviv,50,Active,5,2001-08-20
4287,Internet,Economy,1976-07-01,Cherkasy,300,Inactive,5,2001-04-28
4288,Mobile,Standard,2010-11-08,Kyiv,100,Active,3,2002-10-07
4289,TV,Economy,1993-12-27,Odesa,700,Inactive,3,2009-03-07
4290,Fixed Line,Standard,2000-09-13,Cherkasy,300,Active,3,2001-07-13
4291,Fixed Line,Premium,2021-03-05,Mykolaiv,300,Active,4,2004-10-10
4292,IoT,Economy,1996-05-20,Odesa,100,Active,5,2004-06-18
4293,TV,Standard,1976-12-19,Sumy,300,Potential,4,2009-04-29
4294,TV,Standard,1928-01-01,Chernihiv,100,Active,2,2002-09-28
4295,IoT,Economy,2022-03-07,Odesa,50,Active,5,2001-05-21
4296,Mobile,Premium,1993-06-18,Zhytomyr,200,Active,5,2012-02-29
4297,Mobile,Standard,2008-05-06,Kharkiv,200,Active,3,2009-10-18
4298,Internet,Standard,2022-09-25,Cherkasy,300,Active,2,2005-04-27
4299,Mobile,Standard,1996-11-30,Kharkiv,500,Inactive,4,2000-07-14
4300,TV,Business,2019-06-06,Kharkiv,200,Active,3,2000-02-02
4301,Fixed Line,Special,2009-12-23,Rivne,200,Active,4,2001-02-07
4302,Fixed Line,Standard,2014-09-16,Odesa,200,Active,5,2001-03-13
4303,IoT,Business,2010-09-25,Kyiv,200,Active,3,2000-10-19
4304,Mobile,Economy,2004-06-03,Zhytomyr,300,Active,5,2001-08-31
4305,Fixed Line,Standard,2010-10-26,Mykolaiv,200,Active,5,2002-04-04
4306,Internet,Economy,2000-12-22,Dnipro,700,Active,3,2007-09-09
4307,Mobile,Economy,2015-07-16,Lviv,300,Inactive,4,2006-10-08
4308,Mobile,Standard,1995-05-20,Chernihiv,100,Active,4,2000-08-08
4309,TV,Premium,1970-05-14,Kyiv,100,Active,3,2020-09-05
4310,Internet,Standard,2016-01-22,Dnipro,200,Inactive,2,2007-08-21
4311,TV,Standard,2003-08-04,Kyiv,200,Active,4,2000-12-22
4312,Internet,Standard,1994-05-13,Zaporizhzhia,200,Active,5,2000-09-22
4313,Mobile,Standard,2000-03-27,Kyiv,100,Active,4,2000-07-02
4314,Mobile,Economy,2010-07-17,Poltava,900,Active,2,2007-03-16
4315,Mobile,Economy,1994-11-12,Chernihiv,100,Active,5,2001-06-23
4316,IoT,Economy,2022-03-21,Kharkiv,300,Active,5,2000-05-31
4317,Mobile,Standard,2010-05-11,Kyiv,50,Active,4,2002-12-31
4318,IoT,Economy,2002-03-07,Kyiv,200,Inactive,4,2006-10-02
4319,IoT,Economy,2022-06-07,Odesa,200,Active,4,2001-12-27
4320,IoT,Standard,2003-08-09,Kharkiv,200,Potential,5,2003-08-11
4321,Mobile,Standard,1993-12-04,Cherkasy,200,Inactive,2,2001-03-04
4322,IoT,Standard,1984-01-08,Kyiv,300,Active,5,2003-01-26
4323,Mobile,Economy,2019-09-16,Uzhhorod,200,Inactive,4,2002-06-08
4324,Mobile,Standard,1928-01-01,Uzhhorod,300,Active,5,2003-02-12
4325,Mobile,Premium,1997-06-28,Kharkiv,500,Active,5,2003-06-07
4326,TV,Business,2010-08-25,Odesa,500,Potential,4,2000-07-12
4327,Mobile,Premium,2015-02-28,Rivne,300,Active,5,2000-07-15
4328,Internet,Economy,1999-09-17,Sumy,50,Active,5,2001-08-26
4329,Mobile,Standard,1964-07-23,Kropyvnytskyi,900,Active,2,2000-09-03
4330,Mobile,Economy,2002-11-16,Dnipro,700,Active,3,2001-08-05
4331,Mobile,Economy,1993-05-07,Zhytomyr,300,Active,5,2000-02-19
4332,TV,Economy,2010-11-19,Kyiv,200,Active,5,2002-05-13
4333,Internet,Premium,2009-07-21,Dnipro,100,Inactive,4,2001-04-25
4334,TV,Standard,2013-10-09,Kharkiv,300,Active,1,2012-03-11
4335,Internet,Standard,1989-07-09,Kharkiv,500,Inactive,4,2010-09-11
4336,IoT,Standard,2010-10-26,Poltava,300,Active,3,2001-12-15
4337,Internet,Economy,2017-03-17,Kyiv,300,Active,4,2003-07-14
4338,Internet,Standard,2010-05-19,Rivne,100,Active,4,2017-01-28
4339,Internet,Standard,1970-05-10,Vinnytsia,200,Inactive,4,2004-01-25
4340,Mobile,Standard,1986-04-22,Zhytomyr,300,Inactive,5,2010-05-01
4341,TV,Premium,2011-11-06,Kyiv,50,Active,4,2009-08-02
4342,Internet,Economy,1958-01-11,Poltava,300,Active,1,2015-07-11
4343,TV,Premium,2020-11-15,Dnipro,300,Inactive,4,2001-12-30
4344,Fixed Line,Standard,2021-08-09,Kharkiv,200,Active,3,2000-03-29
4345,Mobile,Standard,2019-04-09,Ternopil,50,Active,5,2000-08-07
4346,Internet,Standard,2019-08-12,Lviv,500,Active,4,2004-08-20
4347,Mobile,Business,2020-06-26,Lviv,100,Inactive,5,2004-02-20
4348,Internet,Economy,1993-05-11,Uzhhorod,200,Active,5,2001-12-09
4349,Internet,Standard,1997-11-10,Kharkiv,300,Active,4,2001-07-25
4350,IoT,Standard,1994-06-12,Lviv,500,Active,5,2006-10-07
4351,Mobile,Economy,1991-01-30,Kharkiv,500,Active,2,2002-04-12
4352,Mobile,Economy,1984-04-14,Kharkiv,200,Active,4,2005-01-26
4353,Mobile,Premium,2016-08-24,Chernihiv,200,Inactive,1,2006-10-27
4354,Mobile,Economy,1996-05-06,Kyiv,500,Inactive,3,2003-01-30
4355,TV,Economy,1999-04-01,Zaporizhzhia,200,Active,4,2001-03-05
4356,TV,Special,1944-04-02,Zaporizhzhia,200,Active,1,2010-10-18
4357,Fixed Line,Premium,2015-10-06,Ternopil,200,Potential,2,2000-07-15
4358,TV,Economy,2021-05-06,Zhytomyr,200,Active,3,2009-09-07
4359,Mobile,Standard,1993-12-26,Kharkiv,200,Active,4,2009-12-03
4360,Mobile,Standard,1986-02-07,Odesa,200,Potential,1,2004-08-19
4361,Mobile,Business,2013-11-20,Kyiv,200,Inactive,4,2005-06-08
4362,TV,Premium,1999-11-04,Odesa,900,Active,4,2002-06-05
4363,Fixed Line,Business,2021-04-28,Kyiv,200,Active,4,2010-02-02
4364,Internet,Economy,1934-11-05,Mykolaiv,100,Active,2,2001-09-04
4365,Mobile,Standard,2019-10-25,Mykolaiv,200,Potential,4,2004-06-28
4366,Mobile,Economy,2021-02-01,Dnipro,200,Inactive,4,2000-01-04
4367,IoT,Economy,2021-10-07,Lviv,700,Active,4,2015-05-23
4368,Mobile,Premium,2007-09-29,Kyiv,300,Inactive,5,2016-03-21
4369,Fixed Line,Economy,2020-03-15,Rivne,500,Inactive,3,2006-10-14
4370,Mobile,Standard,1985-08-17,Zhytomyr,500,Active,5,2003-01-05
4371,Mobile,Business,1960-04-08,Odesa,700,Active,3,2001-01-28
4372,Fixed Line,Economy,2014-10-01,Poltava,100,Active,4,2003-09-18
4373,Mobile,Economy,1995-11-15,Lviv,200,Inactive,2,2008-07-31
4374,Fixed Line,Premium,2021-10-26,Lviv,200,Active,5,2005-02-02
4375,Fixed Line,Business,2009-08-16,Kyiv,200,Active,4,2004-02-08
4376,Internet,Premium,2013-07-06,Zaporizhzhia,300,Active,5,2010-05-14
4377,Fixed Line,Standard,2015-11-24,Kyiv,200,Active,5,2002-01-21
4378,Internet,Economy,1994-09-02,Kyiv,300,Active,5,2010-10-06
4379,Mobile,Economy,2019-03-08,Kyiv,200,Active,2,2003-03-03
4380,Fixed Line,Standard,1969-01-12,Odesa,200,Active,4,2000-01-05
4381,Internet,Economy,1993-01-27,Cherkasy,200,Active,4,2007-03-18
4382,Mobile,Business,1989-01-15,Lviv,500,Active,4,2011-07-06
4383,TV,Standard,1948-01-09,Zhytomyr,300,Active,3,2003-08-17
4384,Internet,Standard,1944-11-14,Odesa,900,Active,1,2003-04-28
4385,TV,Premium,2001-01-15,Odesa,500,Active,5,2008-12-18
4386,TV,Premium,2004-04-11,Lviv,200,Active,5,2011-10-31
