Customer ID,Service Type,Tariff Type,Date of Birth,Location,Monthly Spending,Customer Status,Service Rating,Sign-up Date
946,TV,Standard,1993-02-02,Poltava,<100 UAH,Active,2,2006-02-15
947,Mobile,Business,1982-11-03,Zaporizhzhia,200-500 UAH,Potential,1,2010-06-21
948,Fixed Line,Business,2004-04-20,Kharkiv,500+ UAH,Active,1,2005-08-07
949,IoT,Economy,1982-03-18,Poltava,100-200 UAH,Inactive,2,2007-06-09
950,Fixed Line,Special,1977-08-31,Kyiv,100-200 UAH,Potential,2,2009-08-24
951,IoT,Special,1986-07-01,Vinnytsia,500+ UAH,Active,2,2018-06-23
952,Mobile,Special,1984-08-20,Kharkiv,100-200 UAH,Inactive,3,2020-05-19
953,Internet,Standard,2006-06-30,Poltava,500+ UAH,Inactive,2,2018-03-04
954,TV,Economy,2008-04-10,Vinnytsia,100-200 UAH,Active,5,2011-07-07
955,TV,Premium,1975-04-16,Poltava,500+ UAH,Inactive,1,2015-08-02
956,TV,Standard,2008-05-14,Dnipro,100-200 UAH,Potential,3,2007-05-05
957,Mobile,Special,1982-10-27,Kharkiv,100-200 UAH,Inactive,2,2010-01-21
958,Mobile,Special,1981-04-27,Zaporizhzhia,100-200 UAH,Inactive,4,2020-08-06
959,IoT,Business,2005-04-06,Zaporizhzhia,500+ UAH,Active,3,2007-10-10
960,Fixed Line,Standard,2013-08-28,Kharkiv,200-500 UAH,Potential,3,2003-10-15
961,Fixed Line,Economy,2000-05-05,Kyiv,<100 UAH,Active,3,2010-05-04
962,Internet,Special,2016-12-04,Zaporizhzhia,<100 UAH,Potential,3,2014-04-17
963,IoT,Premium,2003-04-02,Zaporizhzhia,100-200 UAH,Potential,1,2002-10-09
964,Mobile,Business,2012-09-14,Kyiv,500+ UAH,Inactive,1,2002-09-03
965,Mobile,Economy,1996-01-06,Odesa,500+ UAH,Inactive,3,2006-08-26
966,TV,Economy,2014-04-04,Kyiv,100-200 UAH,Inactive,4,2019-11-18
967,IoT,Economy,1975-10-03,Kyiv,<100 UAH,Inactive,2,2014-10-10
968,IoT,Business,1989-04-22,Kyiv,<100 UAH,Active,3,2004-11-10
969,Mobile,Premium,1984-06-17,Kharkiv,<100 UAH,Active,3,2013-03-20
970,IoT,Special,1977-06-16,Kharkiv,200-500 UAH,Potential,2,2014-06-17
971,TV,Business,1977-06-19,Kyiv,100-200 UAH,Inactive,1,2011-06-16
972,TV,Business,1992-02-17,Lviv,100-200 UAH,Potential,3,2016-08-19
973,Mobile,Premium,1992-02-09,Kyiv,100-200 UAH,Active,3,2000-07-16
974,Mobile,Economy,2015-07-04,Kyiv,200-500 UAH,Inactive,3,2004-03-08
975,IoT,Special,2017-01-08,Vinnytsia,<100 UAH,Inactive,3,2021-03-01
976,IoT,Standard,1970-12-15,Odesa,500+ UAH,Inactive,2,2010-11-25
977,Fixed Line,Economy,1982-12-13,Kyiv,500+ UAH,Active,1,2001-09-04
978,IoT,Economy,1970-06-04,Kyiv,500+ UAH,Potential,4,2006-10-01
979,IoT,Premium,2014-01-15,Vinnytsia,100-200 UAH,Inactive,2,2000-01-15
980,Internet,Standard,1996-08-03,Odesa,<100 UAH,Inactive,4,2012-09-09
981,Mobile,Special,1978-01-19,Kyiv,100-200 UAH,Potential,4,2021-11-21
982,IoT,Special,2011-07-01,Kyiv,<100 UAH,Potential,2,2012-12-03
983,Internet,Special,1973-08-02,Dnipro,200-500 UAH,Potential,1,2013-05-12
984,IoT,Premium,2012-08-26,Vinnytsia,100-200 UAH,Inactive,1,2007-03-06
985,Mobile,Standard,1970-10-22,Zaporizhzhia,100-200 UAH,Inactive,1,2005-03-11
986,Fixed Line,Standard,1992-09-23,Odesa,<100 UAH,Inactive,2,2011-02-17
987,TV,Economy,1987-09-08,Odesa,100-200 UAH,Potential,2,2019-09-16
988,Mobile,Business,2002-06-06,Dnipro,500+ UAH,Inactive,5,2000-03-19
989,Mobile,Standard,1997-06-29,Odesa,200-500 UAH,Active,2,2012-06-23
990,Internet,Special,1987-09-05,Vinnytsia,<100 UAH,Inactive,5,2009-05-21
991,Internet,Special,2019-04-09,Lviv,500+ UAH,Potential,4,2013-08-09
992,Internet,Business,1991-06-15,Kharkiv,100-200 UAH,Active,2,2018-05-25
993,Fixed Line,Business,1994-03-21,Kharkiv,<100 UAH,Potential,5,2009-11-01
994,Internet,Economy,2001-06-02,Vinnytsia,500+ UAH,Inactive,1,2004-10-07
995,Mobile,Economy,1974-12-15,Odesa,<100 UAH,Active,4,2008-03-31
996,Internet,Premium,2014-01-15,Kharkiv,500+ UAH,Inactive,2,2003-04-19
997,IoT,Special,1998-04-13,Kyiv,500+ UAH,Potential,3,2001-11-10
998,IoT,Premium,2003-10-06,Zaporizhzhia,500+ UAH,Inactive,4,2008-03-26
999,TV,Special,2016-02-07,Kyiv,100-200 UAH,Inactive,4,2013-09-14
1000,IoT,Premium,2002-02-04,Lviv,<100 UAH,Potential,5,2005-10-03
